"Lastname","Nation","Sherpa","Gender","Y"
"Ang Pasang I (Pasang Nuru)","NEP","Sherpa","m","2003"
"Benítez","USA","","m","2003"
"Brown","USA","","m","2003"
"Chhiri (Ang Chiring)","NEP","Sherpa","m","2003"
"Chuldim Dorje","NEP","Sherpa","m","2003"
"Clarke","USA","","m","2003"
"Dorje Lama","NEP","Sherpa","m","2003"
"Gibans","USA","","m","2003"
"Hahn","USA","","m","2003"
"Holt","UK","","m","2003"
"Johnson","USA","","m","2003"
"Kami Rita I (Topke)","NEP","Sherpa","m","2003"
"Kami Rita Ii","NEP","Sherpa","m","2003"
"Kami Tshering (Ang Chhiring)","NEP","Sherpa","m","2003"
"Karsang Namgyal/Namgel","NEP","Sherpa","m","2003"
"Lhakpa Rita I","NEP","Sherpa","m","2003"
"Lhakpa Thundu Ii","NEP","Sherpa","m","2003"
"Lobsang Temba","NEP","Sherpa","m","2003"
"Mahon","USA","","m","2003"
"Marshall","USA","","m","2003"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","2003"
"Mingma Tshering Iii (Mingma Chhiring)","NEP","Sherpa","m","2003"
"Norton","USA","","m","2003"
"Obert","USA","","m","2003"
"Pemba Tenzing Ii","NEP","Sherpa","m","2003"
"Phuru Gyalzen","NEP","Sherpa","m","2003"
"Pierce Jones","UK","","m","2003"
"Rickert","USA","","m","2003"
"Rodi","CAN","","m","2003"
"Sauls","USA","","m","2003"
"Tashi Tshering (Zhaxi Ciren) 3","CHN","","m","2003"
"Tejas","USA","","m","2003"
"Tshering Dorje I","NEP","Sherpa","m","2003"
"Valette","USA","","m","2003"
"Whetu","NZ","","m","2003"
"Wisedale","SA","","m","2003"
"Bannon","UK","","m","2003"
"Chhiring","NEP","Sherpa","m","2003"
"Chung","CHN","","m","2003"
"Dawa Tenzing I (Da Tenzing)","NEP","Sherpa","m","2003"
"Dijmarescu","USA","","m","2003"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2003"
"Fear","AUS","","f","2003"
"Kelly","UK","","m","2003"
"Mcguinness","NZ","","m","2003"
"Phurba Tashi","NEP","Sherpa","m","2003"
"Alvial","CHL","","m","2004"
"Barter","USA","","m","2004"
"Bond","UK","","f","2004"
"Cool","UK","","m","2004"
"Flynn","USA","","m","2004"
"Guzman","CHL","","m","2004"
"Hoglin","CAN","","m","2004"
"Jones","NZ","","m","2004"
"Karma Rita","NEP","Sherpa","m","2004"
"Lama Jangbu","NEP","Sherpa","m","2004"
"Lhakpa Nuru Vi","NEP","Sherpa","m","2004"
"Lhakpa Rita Ii","NEP","Sherpa","m","2004"
"Luksic","CHL","","m","2004"
"Mingma Tshering Iii (Mingma Chhiring)","NEP","Sherpa","m","2004"
"Olivares","CHL","","m","2004"
"Palden Namgye (Palden Namgyal)","NEP","Sherpa","m","2004"
"Pema Chhiring (Pema Chhiri)","NEP","Sherpa","m","2004"
"Pemba Nuru I","NEP","Sherpa","m","2004"
"Phu Tashi Ii","NEP","Sherpa","m","2004"
"Sheedy","USA","","m","2004"
"Tanguay","USA","","m","2004"
"Antonopoulos","GRE","","m","2004"
"Atkins","UK","","m","2004"
"Boileau","CAN","","m","2004"
"Changba Nurbu (Chongba Nuru)","NEP","Sherpa","m","2004"
"Chun","SK","","m","2004"
"Dawa I","NEP","Sherpa","m","2004"
"Dawa Gyalje (Dawa Gyalzen)","NEP","Sherpa","m","2004"
"Dawa Nurbu Ii","NEP","Sherpa","m","2004"
"Dawa Wangchuk (Dawa Ongchu)","NEP","Sherpa","m","2004"
"Doma Chhiri","NEP","Sherpa","m","2004"
"Dutil","CAN","","m","2004"
"Espinoza","MEX","","m","2004"
"Gschwendtner","A","","m","2004"
"Heider","CH","","m","2004"
"Jack","UK","","f","2004"
"Jean","CAN","","m","2004"
"Jen","USA","","m","2004"
"Justman","USA","","m","2004"
"Kami Chhiri Lama (Ang Kami)","NEP","Sherpa","m","2004"
"Kotronaros","GRE","","m","2004"
"Lhakpa Gelu I","NEP","Sherpa","m","2004"
"Lhakpa Nuru Ii","NEP","Sherpa","m","2004"
"Lhawang Dhondup (Nawang Dorje)","NEP","","m","2004"
"Lila Bahadur Tamang","NEP","","m","2004"
"Lock","AUS","","m","2004"
"Mcmillan","USA","","m","2004"
"Mingma I","NEP","Sherpa","m","2004"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","2004"
"Mokhtarrudin","MY","","m","2004"
"Namgyal I (Namgya)","NEP","Sherpa","m","2004"
"Nanda Dorje (Naga Dorje)","NEP","Sherpa","m","2004"
"Nawang I","NEP","Sherpa","m","2004"
"Nawang Pasang I","NEP","Sherpa","m","2004"
"Nawang Wangchu (Nawang Ongchu)","NEP","Sherpa","m","2004"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","2004"
"Nima Gombu (Gombu)","NEP","Sherpa","m","2004"
"Nima Tashi","NEP","Sherpa","m","2004"
"Nuru Wangchu","NEP","Sherpa","m","2004"
"Ochoa","MEX","","m","2004"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","2004"
"Pasang Norbu Ii","NEP","Sherpa","m","2004"
"Pasang Nuru Ii (Ang Nuru, Ang Nurbu)","NEP","Sherpa","m","2004"
"Pasang Rinji I","NEP","Sherpa","m","2004"
"Pasang Tshering Ii (Ang Tshering)","NEP","Sherpa","m","2004"
"Pema Tshering I","NEP","Sherpa","m","2004"
"Pemba Dorje Ii","NEP","Sherpa","m","2004"
"Pemba Dorje Iv (Pem Dorje)","NEP","Sherpa","m","2004"
"Peme","NEP","Sherpa","m","2004"
"Ponce De León","MEX","","m","2004"
"Rozali","MY","","m","2004"
"Shim","SK","","m","2004"
"St. Hilaire","CAN","","m","2004"
"Styllas","GRE","","m","2004"
"Tashi Lhakpa","NEP","Sherpa","m","2004"
"Tendi I","NEP","Sherpa","m","2004"
"Thile Nurbu (Thile Nuru)","NEP","Sherpa","m","2004"
"Thilen","NEP","Sherpa","m","2004"
"Todd (B Harper)","UK","","f","2004"
"Tshering Tashi I","NEP","Sherpa","m","2004"
"Tsiantos","GRE","","m","2004"
"Van Hoy","USA","","m","2004"
"Volken","CH","","m","2004"
"Voutiropoulos","GRE","","m","2004"
"Amador","E","","m","2004"
"Ang Babu (Jimba Zangbu)","NEP","Sherpa","m","2004"
"Apa (Appa)","NEP","Sherpa","m","2004"
"Benegas","USA","","m","2004"
"Breashears","USA","","m","2004"
"Briongos","E","","m","2004"
"Bullard","USA","","f","2004"
"Chhang Dawa","NEP","Sherpa","m","2004"
"Chin","USA","","m","2004"
"D'aubarède","F","","m","2004"
"Dawa Jangbu I (Da Jangbu I)","NEP","Sherpa","m","2004"
"Dawa Sona (Da Sonam)","NEP","Sherpa","m","2004"
"Dawa Tenzing Ii","NEP","Sherpa","m","2004"
"Goikoetxea","E","","m","2004"
"Gustafsson","SF","","m","2004"
"Huygh","BEL","","m","2004"
"Jangbu Ii","NEP","Sherpa","m","2004"
"Kami I (Kame)","NEP","Sherpa","m","2004"
"Kami Ii","NEP","Sherpa","m","2004"
"Klausner","A","","m","2004"
"Koller","A","","m","2004"
"Lhakpa Dorje Iii","NEP","Sherpa","m","2004"
"Lhakpa Gelje","NEP","Sherpa","m","2004"
"Lhakpa Gyalzen Ii","NEP","Sherpa","m","2004"
"Lhakpa Tshering Ii (Lhakpa Chhiring)","NEP","Sherpa","m","2004"
"Llopis","E","","m","2004"
"Magitsis","GRE","","m","2004"
"Mingma Dorje Ii","NEP","Sherpa","m","2004"
"Mingma Dorje Iv (Mingmar Dorje)","NEP","Sherpa","m","2004"
"Mingma Tshering Ii (Mingma Chhiri)","NEP","Sherpa","m","2004"
"Nima Nuru I (Nima Norbu)","NEP","Sherpa","m","2004"
"Nima Wandeki (Nima Ongdi/Wangdi)","NEP","Sherpa","m","2004"
"Noichl","A","","m","2004"
"Pasang Tharke I","NEP","Sherpa","m","2004"
"Pasang Tshering Iv","NEP","Sherpa","m","2004"
"Pemba Nuru Iii","NEP","Sherpa","m","2004"
"Pemba Tshering Iii (Pemba Chhiri)","NEP","Sherpa","m","2004"
"Rehfeld","USA","","m","2004"
"Rice","USA","","m","2004"
"Schauer","A","","m","2004"
"Troch","BEL","","m","2004"
"Tshering Thundu","NEP","Sherpa","m","2004"
"Viesturs","USA","","m","2004"
"Zachary","USA","","m","2004"
"Aaj Tenzing","NEP","Sherpa","m","2004"
"Ang Pasang Iv","NEP","Sherpa","m","2004"
"Antezana","USA","","m","2004"
"Apostolopoulos","GRE","","m","2004"
"Argyris","GRE","","m","2004"
"Bhanoo","IND","","m","2004"
"Chewang Dorje I","NEP","Sherpa","m","2004"
"Dawa Ii","NEP","Sherpa","m","2004"
"Dorje I","NEP","Sherpa","m","2004"
"Dorje Karsang","CHN","","m","2004"
"Falvey","IRE","","m","2004"
"Haines","USA","","m","2004"
"Jang","SK","","m","2004"
"Jangbu Iii","NEP","Sherpa","m","2004"
"Lagwal","IND","","m","2004"
"Lama Babu I","NEP","Sherpa","m","2004"
"Lhakpa Gelu Ii (Lhakpa Gelbu)","NEP","Sherpa","m","2004"
"Lhakpa Nuru Vii","NEP","Sherpa","m","2004"
"Lhakpa Temba","NEP","Sherpa","m","2004"
"Lisi","ARG","","m","2004"
"Marmet","F","","m","2004"
"Mehra","IND","","m","2004"
"Mingma Tshering Iv","NEP","Sherpa","m","2004"
"Mislow","USA","","m","2004"
"Nang Chombi (Nang Chhemi)","NEP","Sherpa","m","2004"
"Nima Gyalzen I","NEP","Sherpa","m","2004"
"Nuru Chhiri","NEP","Sherpa","m","2004"
"O'leary","IRE","","f","2004"
"Park","SK","","m","2004"
"Pasang Tendi Ii","NEP","Sherpa","m","2004"
"Pemba Chhoti Ii","NEP","Sherpa","m","2004"
"Pemba Gyalzen I (Pemba Gyalje)","NEP","Sherpa","m","2004"
"Phurba Thundup (Furba Tundu)","NEP","Sherpa","m","2004"
"Pitula","F","","m","2004"
"Serap (Sherap)","NEP","Sherpa","m","2004"
"Tamtin (Thomting, Tamding)","NEP","Sherpa","m","2004"
"Tossutti","ITA","","m","2004"
"Totev","BUL","","m","2004"
"Tsianos","GRE","","m","2004"
"Tsipe (Cipei)","CHN","","m","2004"
"Waters","USA","","m","2004"
"Ang Mingma (Mingma)","NEP","Sherpa","m","2004"
"Ang Tashi","NEP","Sherpa","m","2004"
"Balagué","E","","f","2004"
"Cheddar","NEP","Sherpa","m","2004"
"Dam","IND","","m","2004"
"Hernández","E","","f","2004"
"Kankan","IND","","m","2004"
"Lochner","USA","","m","2004"
"Man Bahadur Tamang (Gopal)","NEP","","m","2004"
"Meggitt","USA","","m","2004"
"Nardi","ITA","","m","2004"
"Nima Tenzi (Nima Tenzing)","NEP","Sherpa","m","2004"
"Pemba Tenzing Ii","NEP","Sherpa","m","2004"
"Pompili","ITA","","m","2004"
"Thendorje (Thendu Dorje)","NEP","Sherpa","m","2004"
"Ang Dawa Ii","NEP","Sherpa","m","2004"
"Ang Kami Iv","NEP","Sherpa","m","2004"
"Boyanov","BUL","","m","2004"
"Boyd","USA","","m","2004"
"Bredenkamp","SA","","m","2004"
"Carro","MEX","","m","2004"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","2004"
"Da Chhemba (Dachhamba)","NEP","Sherpa","m","2004"
"Dal Cin","ITA","","m","2004"
"Dawa Gelu","NEP","Sherpa","m","2004"
"Dawa Nuru Ii (Dawa Norbu)","NEP","Sherpa","m","2004"
"Dawa Nuru Iii (Danuru)","NEP","Sherpa","m","2004"
"Dijmarescu","USA","","m","2004"
"Hahn","USA","","m","2004"
"Hisasue","JAP","","f","2004"
"Hristov","BUL","","m","2004"
"Jyamchang Bhote","NEP","","m","2004"
"Kondo","JAP","","m","2004"
"Kouno","JAP","","f","2004"
"Lakpa","NEP","","f","2004"
"Lhakpa Chhiri Ii (Lhakpa Chhiring)","NEP","Sherpa","m","2004"
"Mingma Gelu","NEP","Sherpa","m","2004"
"Mingma Nuru Iii","NEP","Sherpa","m","2004"
"Nima Nurbu","NEP","Sherpa","m","2004"
"Nima Nuru Ii (Ngima Nuru)","NEP","Sherpa","m","2004"
"Oh","SK","","f","2004"
"Ohta","JAP","","f","2004"
"Pasang Tamang","NEP","","m","2004"
"Pem Tenji (Pemba Tenzi)","NEP","Sherpa","m","2004"
"Pemba I","NEP","Sherpa","m","2004"
"Pemba Gyalzen Iii (Pemba Geljen)","NEP","Sherpa","m","2004"
"Petkov","BUL","","m","2004"
"Rinjen","NEP","Sherpa","m","2004"
"Skaug","NOR","","f","2004"
"Takahashi","JAP","","m","2004"
"Tashi Tshering I","NEP","Sherpa","m","2004"
"Tshering Palden (Pande) Bhote","NEP","","m","2004"
"Van Rooijen","NL","","m","2004"
"Watson","USA","","m","2004"
"Kai Zhong (Khetsun)","CHN","","m","2004"
"La Ji","CHN","","f","2004"
"Lhakpa (La Ba)","CHN","","m","2004"
"Tashi Tshering (Zhaxi Ciren) 4","CHN","","m","2004"
"Chhiring","NEP","Sherpa","m","2004"
"Chinn","NZ","","m","2004"
"Darling","USA","","m","2004"
"Dawa Tenzing I (Da Tenzing)","NEP","Sherpa","m","2004"
"Haszard","NZ","","m","2004"
"Kuraoka","JAP","","m","2004"
"Lhakpa Tshering V","NEP","Sherpa","m","2004"
"Nima Dorje Iv","NEP","Sherpa","m","2004"
"Phu Tashi Iii","NEP","Sherpa","m","2004"
"Phurba Tashi","NEP","Sherpa","m","2004"
"Phurbu Tsering I","CHN","","m","2004"
"Reeves","UK","","m","2004"
"Saito","JAP","","m","2004"
"Skog","NOR","","f","2004"
"Sommerfeld","GER","","m","2004"
"Son Dorje","NEP","Sherpa","m","2004"
"Stam","NL","","m","2004"
"Staples","NZ","","m","2004"
"Tamura","JAP","","m","2004"
"Tashi Phinzo 1","CHN","","m","2004"
"Tashi Thundup (Tashi Thundu)","NEP","Sherpa","m","2004"
"Tenzing (Den Zeng)","CHN","","m","2004"
"Woodward","NZ","","m","2004"
"Abramov","RUS","","m","2004"
"Adams","USA","","m","2004"
"Ang Phurba Iv (Phurba)","NEP","Sherpa","m","2004"
"Ang Sonam (Pasang Sona)","NEP","Sherpa","m","2004"
"Bastrentaz","ITA","","m","2004"
"Brook","UK","","m","2004"
"Burr","UK","","m","2004"
"Busca","ITA","","m","2004"
"Crouse","USA","","m","2004"
"Deegan","UK","","m","2004"
"Dorje V","NEP","Sherpa","m","2004"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2004"
"Dossett","CAN","","m","2004"
"Gambi","UK","","f","2004"
"Gambi","AUS","","m","2004"
"Graham","USA","","m","2004"
"Gurmin Dorje (Girmi Dorje)","NEP","Sherpa","m","2004"
"Hunter","CAN","","m","2004"
"Kami Rita I (Topke)","NEP","Sherpa","m","2004"
"Keeshan","USA","","m","2004"
"Kili Pemba (Kilu Pemba)","NEP","Sherpa","m","2004"
"Lhakpa Ii","NEP","Sherpa","m","2004"
"Lhakpa Rita I","NEP","Sherpa","m","2004"
"Lhakpa Thundu I","NEP","Sherpa","m","2004"
"Lhakpa Tshering Iv (Lhakpa Tshiri)","NEP","Sherpa","m","2004"
"Marquis","AUS","","m","2004"
"Merelli","ITA","","m","2004"
"Mills Davis","USA","","f","2004"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","2004"
"Mingma Dorje V","NEP","Sherpa","m","2004"
"Morton","USA","","m","2004"
"Muraguchi","JAP","","m","2004"
"Ngawang Dhondup","CHN","","m","2004"
"Pema Chhiring (Pema Chhiri)","NEP","Sherpa","m","2004"
"Pemba Nuru I","NEP","Sherpa","m","2004"
"Pemba Rinji I (Pemba Rinzi)","NEP","Sherpa","m","2004"
"Roberts","UK","","m","2004"
"Saunders","UK","","m","2004"
"Sherap Jangbu (Serap Jangbu)","NEP","Sherpa","m","2004"
"Tejas","USA","","m","2004"
"Thukten Dorje","NEP","Sherpa","m","2004"
"Tsheri","NEP","Sherpa","m","2004"
"Tshering Dorje I","NEP","Sherpa","m","2004"
"Unterkircher","ITA","","m","2004"
"Wangchen Sonam (Wangqing Sonam)","CHN","","m","2004"
"Watanabe","JAP","","m","2004"
"Bello","ITA","","m","2004"
"Confortola","ITA","","m","2004"
"D'angelo","USA","","m","2004"
"Pemba Nuru Ii (Kaila)","NEP","Sherpa","m","2004"
"Pemba Tenzing I","NEP","Sherpa","m","2004"
"Ulrich","USA","","m","2004"
"Ang Dorje Ii (Chuldim Dorje)","NEP","Sherpa","m","2004"
"Ang Phuri Ii (Phuri)","NEP","Sherpa","m","2004"
"Baldry","AUS","","m","2004"
"Benítez","USA","","m","2004"
"Gyaluk (Gyalu Lama)","NEP","Sherpa","m","2004"
"Horvath","USA","","m","2004"
"Jangbu Iv","NEP","Sherpa","m","2004"
"Lhakpa Tharke","NEP","Sherpa","m","2004"
"Meyer","USA","","m","2004"
"Nuru Gyalzen","NEP","Sherpa","m","2004"
"O'carroll","IRE","","f","2004"
"Pasang Tenzing I","NEP","Sherpa","m","2004"
"Phu Tashi I","NEP","Sherpa","m","2004"
"Rost","USA","","m","2004"
"Skripko","RUS","","m","2004"
"Tenji I (Tenzing)","NEP","Sherpa","m","2004"
"Tenzing I (Tenzen, Tenzi)","NEP","Sherpa","m","2004"
"Tshering Dorje Ii (Chhiring Dorje)","NEP","Sherpa","m","2004"
"Wangdu Ii (Wangqing)","CHN","","m","2004"
"Yonten (Yundan)","CHN","","m","2004"
"Berg","GER","","m","2004"
"Coster","NL","","m","2004"
"Lhakpa Ongyal (Lhakpa Wangel)","NEP","Sherpa","m","2004"
"Ngawang Norbu (Awang Luobo)","CHN","","m","2004"
"Phurtse (Phurbu Tsering)","CHN","","m","2004"
"Tashi Namgyal","CHN","","m","2004"
"Tenzing Ii (Tenjen)","NEP","Sherpa","m","2004"
"Mariev","RUS","","m","2004"
"Shabalin","RUS","","m","2004"
"Tukhvatullin","UZB","","m","2004"
"Kuznetsov","RUS","","m","2004"
"Sokolov","RUS","","m","2004"
"Vinogradski","RUS","","m","2004"
"Bobok","RUS","","m","2004"
"Volodin","RUS","","m","2004"
"Ang Babu (Jimba Zangbu)","NEP","Sherpa","m","2005"
"Da Nima","NEP","Sherpa","m","2005"
"Dawa Chhiri Ii (Dawa Tsiri)","NEP","Sherpa","m","2005"
"Dayula","NEP","Sherpa","m","2005"
"Dufour","CAN","","m","2005"
"Fernández","E","","f","2005"
"Flock","SWE","","m","2005"
"Frank","USA","","m","2005"
"Fur Tenji (Phur Tenji)","NEP","Sherpa","m","2005"
"Jangbu Iv","NEP","Sherpa","m","2005"
"Jing","USA","","m","2005"
"Karma Gyalzen I","NEP","Sherpa","m","2005"
"Karma Gyeltshen","BHU","","m","2005"
"Lhakpa Rangdu","NEP","Sherpa","m","2005"
"Lihteneker","SLO","","m","2005"
"Luda","CHN","","m","2005"
"Mlinar","SLO","","m","2005"
"Pasang Tarke (Pasang Tagqu)","CHN","","m","2005"
"Pemba Tashi (Bianba Zaxi) Ii","CHN","","m","2005"
"Takeuchi","JAP","","m","2005"
"Adhan","CHN","","m","2005"
"Chimi (Xiao Qimi)","CHN","","m","2005"
"Daqimi (Da Chimyi)","CHN","","m","2005"
"Dorje I","NEP","Sherpa","m","2005"
"Dorje Karsang","CHN","","m","2005"
"Jiabu (Gyalbu)","CHN","","m","2005"
"Jiji (Gigi)","CHN","","f","2005"
"Kai Zhong (Khetsun)","CHN","","m","2005"
"La Ji","CHN","","f","2005"
"Lhakpa (La Ba)","CHN","","m","2005"
"Ngawang Dhondup","CHN","","m","2005"
"Ngawang Gedun","CHN","","m","2005"
"Ngawang Norbu (Awang Luobo)","CHN","","m","2005"
"Ngima I","NEP","Sherpa","m","2005"
"Norbu (Nurbu, Nuru)","NEP","Sherpa","m","2005"
"Pemba Gyalzen Iii (Pemba Geljen)","NEP","Sherpa","m","2005"
"Pemba Rita","NEP","Sherpa","m","2005"
"Phurba Tshering","NEP","Sherpa","m","2005"
"Phurbu (Puba)","CHN","","m","2005"
"Phurwa","NEP","Sherpa","m","2005"
"Tashi Phinzo 1","CHN","","m","2005"
"Wangdu I (Big)","CHN","","m","2005"
"Zhang","CHN","","m","2005"
"Zhang","CHN","","m","2005"
"Kato","JAP","","m","2005"
"Okuda","JAP","","m","2005"
"Phurba Chhiri (Phurba Tshering)","NEP","Sherpa","m","2005"
"Bershov","UKR","","m","2005"
"Dawa Chhiri I (Da Chhiri)","NEP","Sherpa","m","2005"
"Dawa Gelu","NEP","Sherpa","m","2005"
"Dawa Tenzin (Dawa Tenji)","NEP","Sherpa","m","2005"
"Dawa Tshering Ii (Dawa Chhiri)","NEP","Sherpa","m","2005"
"Flygind","NOR","","m","2005"
"Gangdal","NOR","","m","2005"
"Kami Iii","NEP","Sherpa","m","2005"
"Karlsson","SWE","","m","2005"
"Macintyre","SA","","m","2005"
"Meedom","NOR","","m","2005"
"Mingma Ongel Ii","NEP","Sherpa","m","2005"
"Nawang Tenji (Nwang Tenji)","NEP","Sherpa","m","2005"
"Nielsen","DK","","m","2005"
"Nima Nuru I (Nima Norbu)","NEP","Sherpa","m","2005"
"Phur Gyalzen I (Fur Geljen)","NEP","Sherpa","m","2005"
"Planić","SER","","m","2005"
"Røe","NOR","","m","2005"
"Svergun","UKR","","m","2005"
"Thendorje (Thendu Dorje)","NEP","Sherpa","m","2005"
"Aflaki","IRN","","m","2005"
"Ang Pasang Iv","NEP","Sherpa","m","2005"
"Ang Sonam (Pasang Sona)","NEP","Sherpa","m","2005"
"Bahadorani","IRN","","m","2005"
"Benegas","USA","","m","2005"
"Boskoff (B Feld)","USA","","f","2005"
"Brockmeyer","USA","","m","2005"
"Burke","CAN","","f","2005"
"Cardinale","USA","","m","2005"
"Chaitanya","IND","","m","2005"
"Changba Nurbu (Chongba Nuru)","NEP","Sherpa","m","2005"
"Cherny","RUS","","m","2005"
"Cheshmeh Ghasabani","IRN","","m","2005"
"Chhang Dawa","NEP","Sherpa","m","2005"
"Chowdhary","IND","","m","2005"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","2005"
"Da Ongchhu","NEP","Sherpa","m","2005"
"Dawa Iv","NEP","Sherpa","m","2005"
"Dawa Gyalzen I (Da Gyalzen)","NEP","Sherpa","m","2005"
"Dawa Nurbu Ii","NEP","Sherpa","m","2005"
"Dawa Nuru Iii (Danuru)","NEP","Sherpa","m","2005"
"Dawa Wangchuk (Dawa Ongchu)","NEP","Sherpa","m","2005"
"Dusharin","RUS","","m","2005"
"Filippi","CAN","","m","2005"
"Garza","USA","","m","2005"
"Gheychi Saz","IRN","","m","2005"
"Golovdorj","MON","","m","2005"
"González Calleja","E","","m","2005"
"Goudarzi","IRN","","m","2005"
"Hahn","USA","","m","2005"
"Holmes","UK","","m","2005"
"Iman Gurung","NEP","","m","2005"
"Jamling Bhote","NEP","","m","2005"
"Jangbu V","NEP","Sherpa","m","2005"
"Jangbu Vi","NEP","Sherpa","m","2005"
"Kami Ii","NEP","Sherpa","m","2005"
"Kami Rita I (Topke)","NEP","Sherpa","m","2005"
"Karma Gyalzen Ii","NEP","Sherpa","m","2005"
"Keshavarz","IRN","","f","2005"
"Kim","SK","","m","2005"
"Kim","SK","","m","2005"
"Lama Babu I","NEP","Sherpa","m","2005"
"Lama Jangbu","NEP","Sherpa","m","2005"
"Lhakpa Iii (Lhakpa Nuru)","NEP","Sherpa","m","2005"
"Lhakpa Gelu I","NEP","Sherpa","m","2005"
"Lhakpa Nuru Ii","NEP","Sherpa","m","2005"
"Lhakpa Nuru V","NEP","Sherpa","m","2005"
"Liaño","MEX","","m","2005"
"Mingma Dorje Iii","NEP","Sherpa","m","2005"
"Mingma Gelu","NEP","Sherpa","m","2005"
"Mingma Tenzing Ii","NEP","Sherpa","m","2005"
"Mingma Tshering Ii (Mingma Chhiri)","NEP","Sherpa","m","2005"
"Mosedale","UK","","m","2005"
"Mulepati","NEP","","f","2005"
"Murphy","IRE","","m","2005"
"Nawang Lhakpa (Ngawang Lhakpa)","NEP","Sherpa","m","2005"
"Nima Dorje Tamang (Kala)","NEP","","m","2005"
"Nima Wandeki (Nima Ongdi/Wangdi)","NEP","Sherpa","m","2005"
"Ovasapyan","RUS","","m","2005"
"Pasang Ii","NEP","Sherpa","m","2005"
"Pasang Karma","NEP","Sherpa","m","2005"
"Pasang Nima I","NEP","Sherpa","m","2005"
"Pasang Rita I","NEP","Sherpa","m","2005"
"Pasang Temba Iii (Pasang)","NEP","Sherpa","m","2005"
"Pasang Tenzing Iii (Pasang Tenji)","NEP","Sherpa","m","2005"
"Pasang Tshering Iii (Ang Pasang)","NEP","Sherpa","m","2005"
"Pemba Dorje Iv (Pem Dorje)","NEP","Sherpa","m","2005"
"Pemba Gyalzen I (Pemba Gyalje)","NEP","Sherpa","m","2005"
"Pemba Nuru Iii","NEP","Sherpa","m","2005"
"Pemba Rinjin","NEP","Sherpa","m","2005"
"Pemba Tenzing I","NEP","Sherpa","m","2005"
"Peme","NEP","Sherpa","m","2005"
"Phanden (Phenden)","NEP","Sherpa","m","2005"
"Phu Nuru (Phunuru)","NEP","Sherpa","m","2005"
"Phur Gyalzen Ii","NEP","Sherpa","m","2005"
"Phurba Chhoter","NEP","Sherpa","m","2005"
"Pokhvalin","UKR","","m","2005"
"Sadegh","IRN","","f","2005"
"Seok","SK","","m","2005"
"Shoaei","IRN","","m","2005"
"Skaller","RUS","","m","2005"
"Taidakov","RUS","","m","2005"
"Tejas","USA","","m","2005"
"Thompson","UK","","m","2005"
"Trčala","CZE","","m","2005"
"Tripathi","IND","","m","2005"
"Tshering Wangchu (Tshering Ongchu)","NEP","Sherpa","m","2005"
"Wade","UK","","m","2005"
"Wazny","USA","","m","2005"
"Yakovenko","RUS","","m","2005"
"Zarei","IRN","","m","2005"
"Ahn","SK","","m","2005"
"Ang Pasang Iii","NEP","Sherpa","m","2005"
"Apa (Appa)","NEP","Sherpa","m","2005"
"Chang","USA","","m","2005"
"Cool","UK","","m","2005"
"Dawa Nurbu I (Danuru)","NEP","Sherpa","m","2005"
"Dawa Nuru Ii (Dawa Norbu)","NEP","Sherpa","m","2005"
"Dawa Sona (Da Sonam)","NEP","Sherpa","m","2005"
"Diffendal","USA","","m","2005"
"Farr","AUS","","m","2005"
"Gray","USA","","m","2005"
"Imoto","JAP","","m","2005"
"Iwazaki","JAP","","m","2005"
"Kodama","JAP","","m","2005"
"Lee","SK","","m","2005"
"Linsdell","AUS","","m","2005"
"Pasang Iii","NEP","Sherpa","m","2005"
"Pasang Rinji I","NEP","Sherpa","m","2005"
"Pasang Rinji Ii","NEP","Sherpa","m","2005"
"Pasang Tendi Ii","NEP","Sherpa","m","2005"
"Pema Chhiring (Pema Chhiri)","NEP","Sherpa","m","2005"
"Pema Tshering Ii (Pem Chhiri)","NEP","Sherpa","m","2005"
"Pemba Nuru I","NEP","Sherpa","m","2005"
"Pemberton","AUS","","m","2005"
"Tashi Dorje (Ang Tashi)","NEP","Sherpa","m","2005"
"Tashi Lhakpa","NEP","Sherpa","m","2005"
"Taylor","AUS","","m","2005"
"Thilen","NEP","Sherpa","m","2005"
"Zerbe","USA","","m","2005"
"Göschl","A","","m","2005"
"Ang Dawa Ii","NEP","Sherpa","m","2005"
"Ang Kami V","NEP","Sherpa","m","2005"
"Ang Mingma (Mingma)","NEP","Sherpa","m","2005"
"Burda","BRA","","m","2005"
"Chow","MY","","m","2005"
"Christiana","USA","","m","2005"
"Colwill","UK","","f","2005"
"Damai Chhiri","NEP","Sherpa","m","2005"
"Dijmarescu","USA","","m","2005"
"Fisher","USA","","f","2005"
"Goger","A","","m","2005"
"Kami Rita Ii","NEP","Sherpa","m","2005"
"Kami Tshering (Ang Chhiring)","NEP","Sherpa","m","2005"
"Kikstra","NL","","m","2005"
